2022/05/22 14:17:21.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:22.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:23.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:24.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
2022/05/22 14:17:25.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+00001,+0000196610,00004,0000131073
