2022/05/20 11:01:07.422,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,174,33618,-286427,161302844,100444,16.50002670288086,19.54000000000001,ABC164
2022/05/20 11:01:07.522,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,175,33619,-286426,161302845,100444,16.600027084350586,19.64000000000001,ABC165
2022/05/20 11:01:07.623,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,176,33620,-286425,161302846,100444,16.700027465820312,19.740000000000013,ABC166
2022/05/20 11:01:07.721,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,177,33621,-286424,161302847,100444,16.80002784729004,19.840000000000014,ABC167
2022/05/20 11:01:07.823,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,178,33622,-286423,161302848,100444,16.900028228759766,19.940000000000015,ABC168
2022/05/20 11:01:07.921,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,179,33623,-286422,161302849,100444,17.000028610229492,20.040000000000017,ABC169
2022/05/20 11:01:08.022,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,180,33624,-286421,161302850,100444,17.10002899169922,20.14000000000002,ABC170
2022/05/20 11:01:08.122,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,181,33625,-286420,161302851,100444,17.200029373168945,20.24000000000002,ABC171
2022/05/20 11:01:08.223,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,182,33626,-286419,161302852,100444,17.300029754638672,20.34000000000002,ABC172
2022/05/20 11:01:08.324,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,183,33627,-286418,161302853,100444,17.4000301361084,20.440000000000023,ABC173
2022/05/20 11:01:08.423,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,184,33628,-286417,161302854,100444,17.500030517578125,20.540000000000024,ABC174
2022/05/20 11:01:08.524,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,185,33629,-286416,161302855,100444,17.60003089904785,20.640000000000025,ABC175
2022/05/20 11:01:08.622,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,186,33630,-286415,161302856,100444,17.700031280517578,20.740000000000027,ABC176
2022/05/20 11:01:08.721,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,187,33631,-286414,161302857,100444,17.800031661987305,20.84000000000003,ABC177
2022/05/20 11:01:08.822,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,188,33632,-286413,161302858,100444,17.90003204345703,20.94000000000003,ABC178
2022/05/20 11:01:08.922,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,189,33633,-286412,161302859,100444,18.000032424926758,21.04000000000003,ABC179
2022/05/20 11:01:09.024,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,190,33634,-286411,161302860,100444,18.100032806396484,21.140000000000033,ABC180
2022/05/20 11:01:09.122,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,191,33635,-286410,161302861,100444,18.20003318786621,21.240000000000034,ABC181
2022/05/20 11:01:09.225,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,192,33636,-286409,161302862,100444,18.300033569335938,21.340000000000035,ABC182
2022/05/20 11:01:09.321,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,193,33637,-286408,161302863,100444,18.400033950805664,21.440000000000037,ABC183
2022/05/20 11:01:09.421,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,194,33638,-286407,161302864,100444,18.50003433227539,21.54000000000004,ABC184
2022/05/20 11:01:09.523,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,195,33639,-286406,161302865,100444,18.600034713745117,21.64000000000004,ABC185
2022/05/20 11:01:09.623,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,196,33640,-286405,161302866,100444,18.700035095214844,21.74000000000004,ABC186
2022/05/20 11:01:09.722,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,197,33641,-286404,161302867,100444,18.80003547668457,21.840000000000042,ABC187
2022/05/20 11:01:09.823,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,198,33642,-286403,161302868,100444,18.900035858154297,21.940000000000044,ABC188
2022/05/20 11:01:09.921,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,199,33643,-286402,161302869,100444,19.000036239624023,22.040000000000045,ABC189
2022/05/20 11:01:10.025,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,200,33644,-286401,161302870,100444,19.10003662109375,22.140000000000047,ABC190
2022/05/20 11:01:10.119,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,201,33645,-286400,161302871,100444,19.200037002563477,22.240000000000048,ABC191
2022/05/20 11:01:10.224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,202,33646,-286399,161302872,100444,19.300037384033203,22.34000000000005,ABC192
2022/05/20 11:01:10.322,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,203,33647,-286398,161302873,100444,19.40003776550293,22.44000000000005,ABC193
2022/05/20 11:01:10.421,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,204,33648,-286397,161302874,100444,19.500038146972656,22.540000000000052,ABC194
2022/05/20 11:01:10.524,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,205,33649,-286396,161302875,100444,19.600038528442383,22.640000000000054,ABC195
2022/05/20 11:01:10.621,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,206,33650,-286395,161302876,100444,19.70003890991211,22.740000000000055,ABC196
2022/05/20 11:01:10.721,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,207,33651,-286394,161302877,100444,19.800039291381836,22.840000000000057,ABC197
2022/05/20 11:01:10.822,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,208,33652,-286393,161302878,100444,19.900039672851562,22.940000000000058,ABC198
2022/05/20 11:01:10.923,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,209,33653,-286392,161302879,100444,20.00004005432129,23.04000000000006,ABC199
2022/05/20 11:01:11.023,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,210,33654,-286391,161302880,100444,20.100040435791016,23.14000000000006,ABC200
2022/05/20 11:01:11.124,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,211,33655,-286390,161302881,100444,20.200040817260742,23.240000000000062,ABC201
2022/05/20 11:01:11.221,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,212,33656,-286389,161302882,100444,20.30004119873047,23.340000000000064,ABC202
2022/05/20 11:01:11.324,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,213,33657,-286388,161302883,100444,20.400041580200195,23.440000000000065,ABC203
2022/05/20 11:01:11.423,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,214,33658,-286387,161302884,100444,20.500041961669922,23.540000000000067,ABC204
2022/05/20 11:01:11.525,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,215,33659,-286386,161302885,100444,20.60004234313965,23.640000000000068,ABC205
2022/05/20 11:01:11.620,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,216,33660,-286385,161302886,100444,20.700042724609375,23.74000000000007,ABC206
2022/05/20 11:01:11.723,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,217,33661,-286384,161302887,100444,20.8000431060791,23.84000000000007,ABC207
2022/05/20 11:01:11.824,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,218,33662,-286383,161302888,100444,20.900043487548828,23.940000000000072,ABC208
