2022/05/20 10:59:04.502,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18161,18190,33061,-286984,161302287,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:59:04.603,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18162,18191,33062,-286983,161302288,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:59:04.704,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18163,18192,33063,-286982,161302289,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:59:04.803,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18164,18193,33064,-286981,161302290,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:59:04.904,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18165,18194,33065,-286980,161302291,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:59:05.001,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18166,18195,33066,-286979,161302292,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:59:05.103,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18167,18196,33067,-286978,161302293,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:59:05.202,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18168,18197,33068,-286977,161302294,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:59:05.303,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18169,18198,33069,-286976,161302295,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:59:05.403,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18170,18199,33070,-286975,161302296,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
