2022/05/20 10:58:12.200,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17638,17667,32538,-287507,161301764,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:12.301,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17639,17668,32539,-287506,161301765,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:12.401,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17640,17669,32540,-287505,161301766,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:12.501,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17641,17670,32541,-287504,161301767,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:12.601,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17642,17671,32542,-287503,161301768,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:12.703,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17643,17672,32543,-287502,161301769,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:12.801,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17644,17673,32544,-287501,161301770,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:12.900,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17645,17674,32545,-287500,161301771,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:13.002,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17646,17675,32546,-287499,161301772,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:13.100,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17647,17676,32547,-287498,161301773,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:13.200,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17648,17677,32548,-287497,161301774,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
2022/05/20 10:58:13.300,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17649,17678,32549,-287496,161301775,100444,3.6829582726767563e+33,1.2883101437709517e+17,ABC999
